a	2 709D 64C0
pin2fan2	1 98917E41
pin2fu4	1 8D2B5BCC
pin2fu4xuan2shu1	1 8D2B5BCC60AC6B8A
pin2han2	1 8D2B5BD2
pin2ji2	1 8D2B7620
pin2ku3	1 8D2B82E6
pin2kun4	1 8D2B56F0
pin2kun4cun1	1 8D2B56F06751
pin2kun4xian4	2 8D2B56F053BF 8D2B56F07EBF
pin2lin2	1 6FD24E34
pin2luu4	1 98917387
pin2min2	1 8D2B6C11
pin2min2ku1	1 8D2B6C117A9F
pin2pin2	1 98919891
pin2po2po2luo2	1 98915A465A467F57
pin2qiong2	1 8D2B7A77
pin2reng2	1 98914ECD
pin2ruo4	1 8D2B5F31
pin2xia4zhong1nong2	1 8D2B4E0B4E2D519C
pin2xie3	1 8D2B8840
pin2zui3	1 8D2B5634
pin3	2  54C1 6980
pin3bu4la1bu4leng2	1 54C15E0362C95E03695E
pin3cha2	1 54C18336
pin3chang2	1 54C15C1D
pin3de2	1 54C15FB7
pin3ge2	1 54C1683C
pin3ming2	1 54C18317
pin3pin3	1 54C154C1
pin3wei4	2 54C15473 54C14F4D
pin3wei4er2	1 54C15473513F
pin3xi4	1 54C17CFB
pin3xian1	1 54C14ED9
pin3xing2	1 54C1884C
pin3xue2jian1you1	1 54C15B66517C4F18
pin3zhi2	1 54C18D28
pin3zhong3	1 54C179CD
pin4	2  8058 725D
pin4jin1	1 805891D1
pin4li3	1 8058793C
pin4qing3	1 80588BF7
pin4ren4	1 4E0953414E94
pin4wei2	1 80584E3A
pin4yong4	1 80587528
ping1	3  4E52 5A09 4FDC
ping1pang1	1 4E524E53
ping1pang1qiu2	1 4E524E537403
ping1pang1qiu2dui4	1 4E524E537403961F
ping1pang1qiu2sai4	1 4E524E5374038D5B
ping1ping1	1 5A095A09
ping1ping1ting2ting2	1 5A095A095A775A77
ping1ting2	1 5A095A77
ping2	14  5E73 8BC4 51ED 74F6 5C4F 840D 82F9 576A 9C86 67B0 8060 86E2 84F1 7F3E
ping2an1	1 5E735B89
ping2ao1	1 5E7351F9
ping2bai2wu2gu4	1 5E73767D65E06545
ping2bei4	1 5E738F88
ping2bi3	1 8BC46BD4
ping2bi4	1 5C4F853D
ping2cang1	1 5E734ED3
ping2ce4	1 8BC46D4B
ping2chang2	1 5E735E38
ping2che1	1 5E738F66
ping2chu1	1 8BC451FA
ping2chu2	1 5C4F9664
ping2dan3	1 74F680C6
ping2dan4	2 5E736DE1 8BC45F39
ping2dan4wu2qi2	1 5E736DE165E05947
ping2deng3	1 5E737B49
ping2deng3hu4li4	1 5E737B494E925229
ping2di3	1 5E735E95
ping2di4	1 5E735730
ping2dian3	1 8BC470B9
ping2diao4	1 51ED540A
ping2ding4	2 8BC45B9A 5E735B9A
ping2duan1	1 5E737AEF
ping2er2	1 840D513F
ping2fan2	1 5E7351E1
ping2fan3	1 5E7353CD
ping2fang1	1 5E7365B9
ping2fang1gong1li3	1 5E7365B9516C91CC
ping2fang1mi3	1 5E7365B97C73
ping2fang2	1 5E73623F
ping2fen1	1 5E735206
ping2feng1	1 5C4F98CE
ping2fu4	1 5E73590D
ping2gai4	1 74F676D6
ping2gao1qiu2	1 5E739AD87403
ping2gen1xie2	1 5E738DDF978B
ping2gong1	1 8BC4529F
ping2gu1	1 8BC44F30
ping2guo3	1 82F9679C
ping2guo3jiang4	1 82F9679C9171
ping2guo3luu4	1 82F9679C7EFF
ping2he2	1 5E73548C
ping2heng2	1 5E738861
ping2hua2	1 5E736ED1
ping2ji2	1 5E737EA7
ping2jia4	2 8BC44EF7 5E734EF7
ping2jiang3	1 8BC45956
ping2jie4	2 6E05660E8282 51ED501F
ping2jin1	1 5E736D25
ping2jing4	1 5E739759
ping2ju4	2 51ED636E 840D805A
ping2jun1	1 5E735747
ping2jun1shu4	1 5E7357476570
ping2jun1zhi2	1 5E735747503C
ping2jun1zhu3yi4	1 5E7357474E3B4E49
ping2kou3	1 74F653E3
ping2li3	1 8BC47406
ping2liang2	1 5E7351C9
ping2lie4	1 5E735217
ping2lun4	1 8BC48BBA
ping2lun4jia1	1 8BC48BBA5BB6
ping2lun4jie4	1 8BC48BBA754C
ping2lun4yuan2	1 8BC48BBA5458
ping2mi3	1 5E737C73
ping2mian4	1 5E739762
ping2mian4ji1he2	1 5E73976251E04F55
ping2min2	1 5E736C11
ping2mu4	1 5C4F5E55
ping2pan2	1 5E7376D8
ping2pan4	1 8BC45224
ping2ping2	1 5E735E73
ping2ping2an1an1	1 5E735E735B895B89
ping2ping2huan3huan3	1 5E735E737F137F13
ping2ping2li3	1 8BC48BC47406
ping2ping2wen3wen3	1 5E735E737A337A33
ping2qi3ping2zuo4	1 5E738D775E735750
ping2qi4	1 5C4F6C14
ping2qiao2xiang1	1 5E7368654E61
ping2quan2	1 5E736CC9
ping2ri4	1 5E7365E5
ping2ri4li3	1 5E7365E591CC
ping2shang4	1 576A4E0A
ping2shen3	1 8BC45BA1
ping2sheng1	1 5E73751F
ping2sheng1jing4qi4	1 5C4F58F097596C14
ping2shi2	1 5E7365F6
ping2shi4	1 5E7389C6
ping2shou3	1 5E73624B
ping2shu4	1 8BC48FF0
ping2shui3xiang1feng2	1 840D6C3476F89022
ping2shun4	1 5E73987A
ping2su4	1 5E737D20
ping2tai2	1 5E7353F0
ping2tan1	1 5E73644A
ping2tan3	1 5E735766
ping2tang3	1 5E738EBA
ping2tian1	1 5E736DFB
ping2tou2	1 5E735934
ping2wei2	1 8BC44E3A
ping2wei3	1 8BC459D4
ping2wen3	1 5E737A33
ping2xi2	2 5E73606F 5C4F606F
ping2xiang1	1 5E734E61
ping2xin1	1 5E735FC3
ping2xin1er2lun4	1 5E735FC3800C8BBA
ping2xin1jing4qi4	1 5E735FC397596C14
ping2xing2	1 5E73884C
ping2xiong2	1 5E7396C4
ping2xuan3	1 8BC49009
ping2yi4	3 8BC48BAE 5E736613 5E736291
ping2yi4jin4ren2	1 5E7366138FD14EBA
ping2yong1	1 5E735EB8
ping2yu3	1 8BC48BED
ping2yuan2	1 5E73539F
ping2zhan3	1 5E735C55
ping2zhan3zhan3	1 5E735C555C55
ping2zhang4	1 5C4F969C
ping2zhao2	1 51ED7740
ping2zheng3	1 5E736574
ping2zheng4	2 51ED8BC1 5E736B63
ping2zhi1	1 5E73679D
ping2zhi4	1 5E736CBB
ping2zhu4	1 5C4F4F4F
ping2zi	1 74F65B50
po1	7  5761 9887 6CFC 9642 948B 6534 9166
po1di4	1 57615730
po1du4	1 57615EA6
po1la4	1 6CFC8FA3
po1mo4	1 6CFC58A8
po2	3  5A46 9131 76A4
po2jia1	1 5A465BB6
po2luo2men2	1 5A467F5795E8
po2luo2men2jiao4	1 5A467F5795E86559
po2luo2shu4	1 5A467F576811
po2mu3	1 5A466BCD
po2niang2	1 5A465A18
po2po2	1 5A465A46
po2qie2po2	1 5A464F3D5A46
po2suo1	1 5A465A11
po2xi2	1 5A465AB3
po2yang2hu2	1 913196336E56
po2yi2	1 5A4659E8
po3	3  53F5 7B38 94B7
po3ju4	1 98875177
po3kai1	1 52565F00
po3nai4	1 53F55948
po3wei2	1 98874E3A
po3xi1	1 52566790
po4	7  7834 8FEB 6734 9B44 73C0 7C95 84AA
po4·du4peng2te4	1 73C0B7675C84EC7279
po4an4	1 78346848
po4bai4	1 78348D25
po4bu4deyi3	1 8FEB4E0D5F975DF2
po4bu4ji2dai4	1 8FEB4E0D53CA5F85
po4cai2	1 78348D22
po4chan3	1 78344EA7
po4chu2	1 78349664
po4er3	1 73C05C14
po4fei4	1 78348D39
po4ge2	1 7834683C
po4hai4	1 8FEB5BB3
po4huai4	2 7834574F 6BEB5347
po4huai4li4	1 7834574F529B
po4huo4	1 783483B7
po4ji2pao4	1 8FEB51FB70AE
po4ji2pao4dan4	1 8FEB51FB70AE5F39
po4jie3	1 783489E3
po4jie4	1 78346212
po4jin4	1 8FEB8FD1
po4jiu4	1 783465E7
po4kou3da4ma4	1 783453E359279A82
po4lan4	1 783470C2
po4lan4bu4kan1	1 783470C24E0D582A
po4lan4er2	1 783470C2513F
po4li4	2 9B44529B 78344F8B
po4luo4	1 7834843D
po4men2	1 783495E8
po4qie1	1 8FEB5207
po4qie1xing4	1 8FEB52076027
po4shi3	1 8FEB4F7F
po4sui4	1 7834788E
po4sun3	1 7834635F
po4ti4wei2xiao4	1 78346D954E3A7B11
po4tian1huang1	1 783459298352
po4tong2lan4tie3	1 783494DC70C294C1
po4tu3	1 7834571F
po4xiao3	1 78346653
po4xie2	1 7834978B
po4yi4	1 78348BD1
po4yu2	1 8FEB4E8E
po4zai4mei2jie2	1 8FEB57287709776B
po4zhan4	1 78347EFD
pou1	1  5256
pou2	2  638A 88D2
pou3	1  638A
pu1	4  6251 94FA 4EC6 5657
pu1bi2	1 62519F3B
pu1chi1	1 565755E4
pu1chi4	2 565754E7 625154E7
pu1da3	1 62516253
pu1deng1	1 6251767B
pu1fu4	1 4EC65987
pu1ke4	1 6251514B
pu1ke4pai2	1 6251514B724C
pu1mian4	1 62519762
pu1mie4	1 6251706D
pu1pu1	1 62516251
pu1pu1da2da2	1 565756577B547B54
pu1shuo4mi2li2	1 625167148FF779BB
pu1tong1	1 6251901A
pu1yi4	1 4EC65F79
pu2	16  4EC6 8461 83E9 84B2 812F 749E 530D 6FEE 8386 917A 9564 8946 7A59 7E80 83D0 8D0C
pu2gang1	1 84B25C97
pu2gang1dao4	1 84B251889053
pu2guang1	1 749E5149
pu2he2	1 84B26CB3
pu2ren2	1 4EC64EBA
pu2sa4	1 83E98428
pu2sa4xin1chang2	1 83E984285FC380A0
pu2shan4	1 84B26247
pu2shi2	1 67345B9E
pu2shi2wu2hua2	1 67345B9E65E0534E
pu2su4	1 67347D20
pu2tan2zhen4	1 84B26F6D9547
pu2tao2	1 84618404
pu2tao2gan1	1 846184045E72
pu2tao2jia4	1 8461840467B6
pu2tao2jiu3	1 846184049152
pu2tao2tang2	1 846184047CD6
pu2tao2ya2	1 846184047259
pu2ti2	1 83E963D0
pu2ti2shu4	1 83E963D06811
pu3	10  666E 6734 6D66 8C31 57D4 5703 6EA5 8E7C 6C06 9568
pu3bian4	1 666E904D
pu3bian4hua4	1 666E904D5316
pu3bian4xing4	1 666E904D6027
pu3cha2	1 666E67E5
pu3dao1	1 67345200
pu3ding4	1 666E5B9A
pu3dong1	1 6D664E1C
pu3du4	1 666E6E21
pu3du4zhong4sheng1	2 666E6E214F17751F 666E5EA64F17751F
pu3er2	1 8C31513F
pu3fa3	1 666E6CD5
pu3hao2	1 666E8C6A
pu3hui4	1 666E60E0
pu3ji2	1 666E53CA
pu3ji2luu4	1 666E53CA7387
pu3jiang1	1 6D666C5F
pu3ke4	1 666E514B
pu3kou3	1 6D6653E3
pu3kui2wei3	1 67349B414F1F
pu3lei2ma3da2sa4	1 666E96F79A6C8FBE8428
pu3li4gao1jin1	1 666E52299AD86D25
pu3lin2si1dun4	1 666E679765AF987F
pu3luo2mi3xiu1si1	1 666E7F577C734FEE65AF
pu3mi3zu2	1 666E7C7365CF
pu3pu3tong1tong1	1 666E666E901A901A
pu3qiong2	1 666E7A77
pu3tian1xia4	1 666E59294E0B
pu3tian2	1 6D667530
pu3tong1	2 666E901A 4E1379D1
pu3tong1hua4	1 666E901A8BDD
pu3tong1ren2	1 666E901A4EBA
pu3xi1jin1	1 666E5E0C91D1
pu3xie3	1 8C315199
pu3xuan3	1 666E9009
pu3xun4	1 666E900A
pu3ye3	1 666E4E5F
pu3zhao4	1 666E7167
pu3zhi2	1 67348D28
pu3zhuo2	1 673462D9
pu4	5  5821 94FA 7011 66DD 8216
pu4bu4	1 70115E03
pu4chen2	1 94FA9648
pu4chuang2	1 94FA5E8A
pu4gai4	1 94FA76D6
pu4gai4juan3	1 94FA76D65377
pu4guang1	1 66DD5149
pu4gui3	1 94FA8F68
pu4kai1	1 94FA5F00
pu4lu4	1 94FA8DEF
pu4ping2	1 94FA5E73
pu4shai4	1 66DD6652
pu4she4	1 94FA8BBE
pu4tian1gai4di4	1 94FA592976D65730
pu4wei4	1 94FA4F4D
pu4zhan3	1 94FA5C55
pu4zhang1	1 94FA5F20
pu4zhang1lang4fei4	1 94FA5F206D6A8D39
pu4zi	1 94FA5B50
qi1	20  671F 4E03 59BB 6B3A 6EAA 6F06 621A 51C4 6816 7F09 8E4A 6C8F 5601 840B 6864 67D2 7895 90EA 8AC6 9D88
qi1·qi1	1 4E03B74E03
qi1·yi1	1 4E03B74E00
qi1ba1	1 4E03516B
qi1ba1bai3	1 4E03516B767E
qi1ba1nian2	1 4E03516B5E74
qi1ba1shi2	1 4E03516B5341
qi1bai3	1 4E03767E
qi1bao1xian4	1 6F0653057EBF
qi1cai3	1 4E035F69
qi1can3	1 51C460E8
qi1chu3	1 51C4695A
qi1dai4	2 671F5F85 548F9E9F
qi1dian3	1 4E0370B9
qi1er2lao3xiao3	1 59BB513F80015C0F
qi1fen1	1 4E035206
qi1fen1zhi1yi1	1 4E0352064E4B4E00
qi1fu4	1 6B3A8D1F
qi1he2hui4	1 4E036CB34F1A
qi1hei1	1 6F069ED1
qi1hou2	1 4E034FAF
qi1huang2	1 51C460F6
qi1huo4	1 671F8D27
qi1ji2fu2tu2	1 4E037EA76D6E5C60
qi1jian1	1 671F95F4
qi1kan1	1 671F520A
qi1ku3	1 51C482E6
qi1li4	1 51C45389
qi1liang2	1 51C451C9
qi1ling2	1 6B3A51CC
qi1ling2ba1	1 4E0396F6516B
qi1man2	1 6B3A7792
qi1men2xue2	1 671F95E87A74
qi1mo4	1 671F672B
qi1pan4	1 671F76FC
qi1pian4	1 6B3A9A97
qi1pin1ba1cou4	1 4E0362FC516B51D1
qi1qi1	3 51C451C4 51C4621A 4E034E03
qi1qi1ai4ai4	1 51C451C4827E827E
qi1qi1ba1ba1	1 4E034E03516B516B
qi1qi1huang2huang2	1 51C451C460F660F6
qi1qi1shi4bian4	1 4E034E034E8B53D8
qi1qi4	1 6F065668
qi1qian1	1 4E035343
qi1qiao3ban3	1 4E035DE7677F
qi1qiao4	1 4E037A8D
qi1qing2liu4yu4	1 4E0360C5516D6B32
qi1ran2	1 51C47136
qi1ru3	1 6B3A8FB1
qi1shang4ba1xia4	1 4E034E0A516B4E0B
qi1shen1	1 68168EAB
qi1shi2	2 4E035341 4E0365F6
qi1shi2er4	1 4E0353414E8C
qi1shi4	1 59BB5BA4
qi1wan3	1 51C45A49
qi1wang4	1 671F671B
qi1wang4zhi2	1 671F671B503C
qi1wu3	2 4E034E94 6B3A4FAE
qi1xi2	1 6816606F
qi1xian4	1 671F9650
qi1xiao3	1 59BB5C0F
qi1xing1lou2	1 4E03661F697C
qi1xiu1	1 4E034FEE
qi1ya1	1 6B3A538B
qi1yue4	1 4E036708
qi1zha4	1 6B3A8BC8
qi1zhong1	1 671F4E2D
qi1zhou4ba1zhe2	1 4E0376B1516B8936
qi1zi	1 59BB5B50
qi1zui3ba1she2	1 4E035634516B820C
qi2	47  5176 53EA 5947 9F50 9A91 65D7 6B67 68CB 7948 5D0E 9CCD 742A 7426 7941 797A 8006 8110 5C90 6DC7 82AA 9E92 7566 86F4 573B 9880 7947 8572 7DA6 4E93 8360 9A90 8401 7881 871E 9CAF 8DC2 8ED9 9EA1 79A5 9B10 9B3F 8691 7AD2 7E83 8269 7CB8 87A7
qi2bei4	1 9F505907
qi2bing1	1 9A915175
qi2bu4zou3	1 9F506B658D70
qi2cai2	1 5947624D
qi2cai3	1 59475F69
qi2chang2	1 9880957F
qi2che1	1 9A918F66
qi2chen1	1 5176741B
qi2cheng2	1 81106A59
qi2chi3da4ru3	1 5947803B59278FB1
qi2ci4	1 51766B21
qi2dao3	1 79487977
qi2dong1xian4	1 79414E1C53BF
qi2er4	1 51764E8C
qi2fan1	1 59475E06
qi2fan4	1 51768303
qi2feng1	1 59475CF0
qi2fu2	1 7948798F
qi2fu4	1 51767236
qi2gan1	1 65D76746
qi2ge1	1 742654E5
qi2ge2le4	1 9F50683C52D2
qi2gong1	1 5947529F
qi2gu3xiang1dang1	1 65D79F1376F85F53
qi2gu3xun4	1 9F508C378BAD
qi2guai4	1 5947602A
qi2guan1	1 594789C2
qi2hao4	1 65D753F7
qi2hou4	1 5176540E
qi2hua1yi4cao3	1 594782B15F028349
qi2huan4	1 59475E7B
qi2hui4	1 517660E0
qi2ji1	1 59478FF9
qi2ji2	1 9F5096C6
qi2jian1	1 517695F4
qi2ju2	1 68CB5C40
qi2le4wu2qiong2	1 51764E5065E07A77
qi2lei4	1 68CB7C7B
qi2li4	1 5947529B
qi2lian2	1 79418FDE
qi2lian2shan1	1 79418FDE5C71
qi2lin2	1 9E929E9F
qi2lu3	1 9F509C81
qi2ma3	1 9A919A6C
qi2miao4	1 59475999
qi2ming2	2 9F509E23 9F50540D
qi2nian2dian4	1 79485E746BBF
qi2pa1	1 59478469
qi2pan2	1 68CB76D8
qi2pao2	1 65D7888D
qi2qi2guai4guai4	1 59475947602A602A
qi2qi2ha1er3	1 9F509F5054C85C14
qi2qi2ha1er3shi4	1 9F509F5054C85C145E02
qi2qing1	1 51766E05
qi2qiu2	1 79486C42
qi2qu1	1 5D0E5C96
qi2quan2	1 9F505168
qi2que1	1 59477F3A
qi2ren2	2 65D74EBA 59474EBA
qi2san1	1 51764E09
qi2shen1	1 51766DF1
qi2sheng1	1 9F5058F0
qi2shi2	3 51765B9E 517665F6 51754E0D538C8BC8
qi2shi2bu4ran2	1 51765B9E4E0D7136
qi2shi4	2 6B6789C6 9A9158EB
qi2shi4xing4	1 6B6789C66027
qi2shou3	3 68CB624B 9A91624B 65D7624B
qi2shua1shua1	1 9F5052375237
qi2si4	1 517656DB
qi2ta1	3 51764ED6 51765B83 5E389A7B
qi2ta1ren2	1 51764ED64EBA
qi2te4	1 59477279
qi2tie3	1 9F5094C1
qi2tu2	1 6B679014
qi2wang4	1 7948671B
qi2wen2	2 594795FB 51766587
qi2wu3	1 51766B66
qi2xian3	1 59479669
qi2xiang1	1 59479999
qi2xin1he2li4	1 9F505FC35408529B
qi2xing2guai4zhuang4	1 59475F62602A72B6
qi2xiong1	1 9F5080F8
qi2yi1	1 51764E00
qi2yi4	4 59475F02 6B674E49 5176610F 68CB827A
qi2yu2	1 51764F59
qi2yu4	1 59479047
qi2zhi4	1 65D75E1C
qi2zhi4xian1ming2	1 65D75E1C9C9C660E
qi2zhong1	2 51764E2D 725F53D666B45229
qi2zhua1gong4guan3	1 9F50629351717BA1
qi2zi	1 68CB5B50
qi3	13  8D77 4F01 542F 5C82 7A3D 4E5E 7EEE 675E 8291 7DAE 5C7A 7C2F 9094
qi3bi3	1 8D777B14
qi3bing3	1 542F7980
qi3bu4	1 8D776B65
qi3cao3	1 8D778349
qi3chao1	1 542F8D85
qi3cheng2	2 542F7A0B 8D777A0B
qi3chu1	1 8D77521D
qi3chuang2	1 8D775E8A
qi3chuang2hao4	1 8D775E8A53F7
qi3dan4	1 5C824F46
qi3dao4	1 8D775230
qi3de2	1 542F5FB7
qi3di2	1 542F8FEA
qi3dian3	1 8D7770B9
qi3dong4	2 542F52A8 8D7752A8
qi3fa1	1 542F53D1
qi3fa1xing4	1 542F53D16027
qi3fei1	2 8D7798DE 4F8B884C
qi3feng1	1 542F5C01
qi3fu2	1 8D774F0F
qi3gai4	1 4E5E4E10
qi3gan3	1 5C826562
qi3hang2	1 542F822A
qi3huo3	1 8D77706B
qi3jian4	1 8D7789C1
qi3jiao3	1 8D77811A
qi3jin4	1 8D7752B2
qi3ju1	1 8D775C45
qi3ju1shi4	1 8D775C455BA4
qi3kai1	1 542F5F00
qi3lai2	3 8D776765 5E038FBE 57289003
qi3li4	1 8D777ACB
qi3luo4	1 8D77843D
qi3luo4jia4	1 8D77843D67B6
qi3ma3	1 8D777801
qi3mao2	1 8D77951A
qi3meng2	1 542F8499
qi3min2	1 542F6C11
qi3ming2	1 8D77540D
qi3neng2	1 5C8280FD
qi3nian2	1 7EEE5E74
qi3pao3	1 8D778DD1
qi3pao3xian4	1 8D778DD17EBF
qi3qiu2	1 4E5E6C42
qi3rui4nuo2	1 7EEE745E5A1C
qi3se4	1 8D778272
qi3shen1	1 8D778EAB
qi3shi3	1 8D7759CB
qi3shi4	4 542F793A 542F4E8B 8D778A93 8D774E8B
qi3si3hui2sheng1	1 8D776B7B56DE751F
qi3su4	1 8D778BC9
qi3su4ke1	1 8D778BC979D1
qi3su4shu1	1 8D778BC94E66
qi3tao3	1 4E5E8BA8
qi3tou2	1 8D775934
qi3wang4	1 4E5E671B
qi3wei1	1 542F5A01
qi3wen2	1 542F6587
qi3xian1	1 8D775148
qi3xiang2	2 8D777FD4 542F7965
qi3yi4	1 8D774E49
qi3yi4jun1	1 8D774E49519B
qi3yong4	2 542F7528 8D777528
qi3you3ci3li3	1 5C8267096B647406
qi3yuan2	1 8D776E90
qi3zhi3	1 5C826B62
qi3zhong4ji1	1 8D7791CD673A
qi4	20  6C14 5668 59BB 5F03 6C7D 5951 6CE3 8FC4 780C 4E9F 61A9 8BAB 789B 69ED 847A 78B6 6C54 78DC 78E9 9F1C
qi4an4tou2ming2	1 5F0366976295660E
qi4bu4cheng2sheng1	1 6CE34E0D621058F0
qi4cai2	1 56686750
qi4cang2	1 6C1485CF
qi4che1	1 6C7D8F66
qi4che1bing1	1 6C7D8F665175
qi4che1zhan4	1 6C7D8F667AD9
qi4chong1chong1	1 6C1451B251B2
qi4chuan3xu1xu1	1 6C14559854015401
qi4dan1	1 59514E39
qi4di2	1 6C7D7B1B
qi4dian4chuan2	1 6C7D57AB8239
qi4du2	1 7F096BD2
qi4du4	1 6C145EA6
qi4fen1	1 6C146C1B
qi4fen4	2 6C146124 6C145FFF
qi4gai4	1 6C146982
qi4gong1	1 6C14529F
qi4gong1shi1	1 6C14529F5E08
qi4gu3gu3	1 6C149F139F13
qi4guan1	1 56685B98
qi4guan3	1 6C147BA1
qi4he2	1 59515408
qi4hou4	1 6C145019
qi4hu1hu1	1 6C14547C547C
qi4hua4	2 6C145316 4F015212
qi4ji1	1 5951673A
qi4ji2bai4huai4	1 6C1460258D25574F
qi4jian4	1 56684EF6
qi4jiang4	1 780C5320
qi4jie2	1 6C148282
qi4jin1	1 8FC44ECA
qi4jin1wei2zhi3	1 8FC44ECA4E3A6B62
qi4jiu4tu2xin1	1 5F0365E756FE65B0
qi4ju4	1 56685177
qi4ke1fu1	1 595167EF592B
qi4kong3	1 6C145B54
qi4li4	1 6C14529B
qi4liang4	1 6C1491CF
qi4liu2	1 6C146D41
qi4men4	1 6C1495F7
qi4min3	1 566876BF
qi4na2	1 7F0962FF
qi4nao3	1 6C14607C
qi4nei3	1 6C149981
qi4pai4	1 6C146D3E
qi4pan4	1 4F0176FC
qi4po4	1 6C149B44
qi4qiu2	1 6C147403
qi4se4	1 6C148272
qi4shi4	1 6C1452BF
qi4shi4pang2bo2	1 6C1452BF78C57934
qi4shi4xiong1xiong1	1 6C1452BF6C796C79
qi4shi4ye4	1 4F014E8B4E1A
qi4shui3	1 6C7D6C34
qi4ti3	2 6C144F53 817980C0
qi4ting3	1 6C7D8247
qi4tu2	1 4F0156FE
qi4wang4	1 4F01671B
qi4wei4	1 6C145473
qi4wei4xiang1tou2	1 6C14547376F86295
qi4wen1	1 6C146E29
qi4wu4	1 56687269
qi4xi2	1 6C14606F
qi4xiang4	1 6C148C61
qi4xiang4wan4qian1	1 6C148C614E075343
qi4xie3	1 6C148840
qi4xie4	1 566868B0
qi4xiu1xiu1	1 6C1454BB54BB
qi4xu1	1 6C14865A
qi4xu1xu1	1 6C1454015401
qi4yan3	1 6C14773C
qi4ye4	2 4F014E1A 950C
qi4ye4fa3ren2	1 4F014E1A6CD54EBA
qi4ye4jia1	1 4F014E1A5BB6
qi4ye4jie4	1 4F014E1A754C
qi4ye4zhu3	1 4F014E1A4E3B
qi4ying1	1 5F035A74
qi4you2	1 6C7D6CB9
qi4you2wei4	1 6C7D6CB95473
qi4yu3	1 6C145B87
qi4yue1	1 59517EA6
qi4yue4	1 56684E50
qi4yun4	1 6C148FD0
qi4zhi2	1 6C148D28
qi4zhong4	1 566891CD
qi4zhuang4ru2niu2	1 6C1458EE5982725B
qia1	2  6390 845C
qia3	2  5361 8DD2
qia3ke2	1 536158F3
qia4	4  6070 6D3D 9AC2 7848
qia4dang4	1 60705F53
qia4dao4hao3chu4	1 60705230597D5904
qia4hao3	1 6070597D
qia4pu3lu3cun1	1 6070666E9C816751
qia4qia4	1 60706070
qia4qia4xiang1fan3	1 6070607076F853CD
qia4qiao3	1 60705DE7
qia4ru2	1 60705982
qia4ru2qi2fen1	1 6070598251765206
qia4tan2	1 6D3D8C08
qia4tan2hui4	1 6D3D8C084F1A
qia4xi1ta3ni2·li4ke4bo2ke4	1 60705E0C58545C3CB7529B514B4F2F514B
qia4xi1ta3ni2·yi1li4ke4bo2ke4	1 60705E0C58545C3CB74F0A529B514B4F2F514B
qian1	26  5343 7B7E 8FC1 7275 8C26 94C5 9A9E 9621 6106 4EDF 60AD 4F65 828A 6266 948E 8930 6434 7C64 7ACF 9E50 8688 85D6 97C6 7B9E 9206 5C8D
qian1bai3wan4	1 5343767E4E07
qian1bi3	1 94C57B14
qian1bi3hua4	1 94C57B14753B
qian1cha1wan4bie2	1 53435DEE4E07522B
qian1chang2gua4du4	1 727580A06302809A
qian1che3	1 7275626F
qian1chu1	1 8FC151FA
qian1chuang1bai3kong3	1 534375AE767E5B54
qian1chui2xian4	1 94C557827EBF
qian1dian3	1 534370B9
qian1ding4	2 7B7E8BA2 7B7E5B9A
qian1dong4	1 727552A8
qian1en1wan4xie4	1 534360694E078C22
qian1er2ba1bai3	1 5343513F516B767E
qian1fa1	1 7B7E53D1
qian1fang1bai3ji4	1 534365B9767E8BA1
qian1fen1zhi1yi1	1 534352064E4B4E00
qian1gu3	1 534353E4
qian1gu3jue2chang4	1 534353E47EDD5531
qian1he2	1 8C26548C
qian1hu1wan4huan4	1 5343547C4E075524
qian1jia1wan4hu4	1 53435BB64E076237
qian1jin1	2 534391D1 534365A4
qian1jiu4	1 8FC15C31
qian1jun1wan4ma3	1 5343519B4E079A6C
qian1jun1yi1fa3	1 534394A74E0053D1
qian1kai3	1 534351EF
qian1ke4	1 5343514B
qian1li3	1 534391CC
qian1li3ju1	1 534391CC9A79
qian1li3tiao2tiao2	1 534391CC8FE28FE2
qian1li3zhi1xing2	1 534391CC4E4B884C
qian1lian2	1 72758FDE
qian1mi3	1 53437C73
qian1ming2	1 7B7E540D
qian1nan2wan4nan2	1 534396BE4E0796BE
qian1nan2wan4xian3	1 534396BE4E079669
qian1nian2	1 53435E74
qian1niu2hua1	1 7275725B82B1
qian1nu4	1 8FC16012
qian1pian1yi1luu4	1 53437BC74E005F8B
qian1qi2bai3guai4	1 53435947767E602A
qian1qian1	1 53435343
qian1qian1wan4	1 534353434E07
qian1qian1wan4wan4	1 534353434E074E07
qian1qiang2	1 72755F3A
qian1qiang2fu4hui4	1 72755F3A96444F1A
qian1qiu1	1 534379CB
qian1ru4	2 8FC15165 5D4C5165
qian1shan1	1 53435C71
qian1she4	1 72756D89
qian1shu3	1 7B7E7F72
qian1si1wan4luu3	1 53434E1D4E077F15
qian1tou2	1 72755934
qian1wa3	1 534374E6
qian1wa3xiao3shi2	1 534374E65C0F65F6
qian1wan4	1 53434E07
qian1xi3	1 8FC15F99
qian1xian4	1 72757EBF
qian1xian4da1qiao2	1 72757EBF642D6865
qian1xu1	1 8C26865A
qian1yan2wan4yu3	1 53438A004E078BED
qian1yi2	1 8FC179FB
qian1yi3qin2	1 8C264EE552E4
qian1yi4	1 53434EBF
qian1yin3	1 72755F15
qian1yin3che1	1 72755F158F66
qian1yin3li4	1 72755F15529B
qian1yin4	1 94C55370
